account,slot,name,filter,error,odds_band,plbf,bets,sys_key,fingerprint
noggin2,1,MM AW FTO 2.01 - 40.00 AW,"TEST PASSED LEGALLY1 AND fcve  BETWEEN 4 and 97 AND careerruns = 0 AND tonguetie = 0 AND nh_flat_aw_id  IN ( 3 ) AND horsecountry  IN ( 1,2 ) AND headgear  IN ( 23 ) AND race_date>='2011-12-28' AND dateyears >=2003",,2.01 - 40.0,134.83,408.0,noggin2:1,"(frozenset({'TEST PASSED LEGALLY1', 'nh_flat_aw_id IN (3)', 'careerruns = 0', 'fcve BETWEEN 4 and 97', 'horsecountry IN (1,2)', 'headgear IN (23)', 'tonguetie = 0', ""race_date>='2011-12-28'""}), '2.01 - 40.0')"
noggin2,2,SS MM AW FIRST RUN TRAINER 10.01 -30.00,"TEST PASSED LEGALLY1 AND horse_age  BETWEEN 2 and 8 AND fcve  BETWEEN 2 and 21 AND careerruns <> 0 AND trainerhorseruns  BETWEEN 0 and 1 AND nh_flat_aw_id  IN ( 3 ) AND datemonthofyear  IN ( 1,2,3,9,10,11,12 ) AND headgear NOT IN ( 2 ) AND race_date>='2011-12-28' AND dateyears >=2003",,10.01 - 30.0,137.06,503.0,noggin2:2,"(frozenset({'TEST PASSED LEGALLY1', 'nh_flat_aw_id IN (3)', 'fcve BETWEEN 2 and 21', 'datemonthofyear IN (1,2,3,9,10,11,12)', 'careerruns <> 0', 'headgear NOT IN (2)', 'horse_age BETWEEN 2 and 8', 'trainerhorseruns BETWEEN 0 and 1', ""race_date>='2011-12-28'""}), '10.01 - 30.0')"
noggin2,3,YORK EBOR 2023 14.01 - 1000.00,"TEST PASSED LEGALLY1 AND careerruns  BETWEEN 9 and 27 AND seasonalruns NOT BETWEEN 1 and 2 AND lastrun  BETWEEN 11 and 730 AND tonguetie = 0 AND festival_id  IN ( 10 ) AND horsecountry  IN ( 1,2 ) AND headgear  IN ( 4,23 ) AND bestplace3  IN ( 1,2,3,4,5 ) AND distancemove  IN ( 0,110,220,330,440,550,660,770,880,990,1100,1210,1320 ) AND d2jockeys_claim  IN ( 0 ) AND careerruns>0 AND dateyears >=2003",,14.01 - 1000.0,34.19,84.0,noggin2:3,"(frozenset({'festival_id IN (10)', 'TEST PASSED LEGALLY1', 'distancemove IN (0,110,220,330,440,550,660,770,880,990,1100,1210,1320)', 'careerruns BETWEEN 9 and 27', 'bestplace3 IN (1,2,3,4,5)', 'horsecountry IN (1,2)', 'lastrun BETWEEN 11 and 730', 'd2jockeys_claim IN (0)', 'headgear IN (4,23)', 'careerruns>0', 'tonguetie = 0', 'seasonalruns NOT BETWEEN 1 and 2'}), '14.01 - 1000.0')"
noggin2,4,NH HDGRdiff 10.01 - 400.00,"TEST PASSED LEGALLY1 AND careerruns  BETWEEN 1 and 220 AND careerwins  BETWEEN 0 and 6 AND distancewins = 0 AND lastrun  BETWEEN 26 and 240 AND totaldistbt NOT BETWEEN 0.05 and 5 AND nh_flat_aw_id  IN ( 1 ) AND classincirish  IN ( 4,5,6,7 ) AND datemonthofyear  IN ( 1,2,3,4,5,6,7,8,9,10 ) AND horsecountry  IN ( 1,2 ) AND headgear  IN ( 1,3,4,20,21,22,23 ) AND bestplace3  IN ( 1,2,3,4,5,6,7,8,9,10,95 ) AND bestplace5  IN ( 1,2,3,4,5,6,7,8 ) AND careerruns>0 AND careerruns>0 AND headgear <> headgearlr AND dateyears >=2003",,10.01 - 400.0,108.12,1711.0,noggin2:4,"(frozenset({'headgear <> headgearlr', 'totaldistbt NOT BETWEEN 0.05 and 5', 'TEST PASSED LEGALLY1', 'careerwins BETWEEN 0 and 6', 'nh_flat_aw_id IN (1)', 'distancewins = 0', 'bestplace5 IN (1,2,3,4,5,6,7,8)', 'horsecountry IN (1,2)', 'classincirish IN (4,5,6,7)', 'datemonthofyear IN (1,2,3,4,5,6,7,8,9,10)', 'bestplace3 IN (1,2,3,4,5,6,7,8,9,10,95)', 'careerruns>0', 'careerruns BETWEEN 1 and 220', 'headgear IN (1,3,4,20,21,22,23)', 'lastrun BETWEEN 26 and 240'}), '10.01 - 400.0')"
noggin2,5,HDGRdiff FLAT AW 8.01 - 80.00,"TEST PASSED LEGALLY1 AND horse_age <> 4 AND careerruns  BETWEEN 3 and 91 AND seasonalruns <> 2 AND lastrun  BETWEEN 11 and 150 AND totaldistbt  BETWEEN 3.05 and 2000 AND nh_flat_aw_id  IN ( 2,3 ) AND classincirish  IN ( 2,3,4,5,6,7 ) AND headgear  IN ( 1,2,3,21,22,23 ) AND r2trackdirection  IN ( 1,3 ) AND careerruns>0 AND careerruns>0 AND headgear <> headgearlr AND dateyears >=2003",,8.01 - 80.0,344.09,3712.0,noggin2:5,"(frozenset({'headgear <> headgearlr', 'horse_age <> 4', 'TEST PASSED LEGALLY1', 'lastrun BETWEEN 11 and 150', 'r2trackdirection IN (1,3)', 'totaldistbt BETWEEN 3.05 and 2000', 'seasonalruns <> 2', 'headgear IN (1,2,3,21,22,23)', 'classincirish IN (2,3,4,5,6,7)', 'nh_flat_aw_id IN (2,3)', 'careerruns BETWEEN 3 and 91', 'careerruns>0'}), '8.01 - 80.0')"
noggin2,6,SS D & G  winners v1,"TEST PASSED LEGALLY1 AND hgruns NOT BETWEEN 0 and 6 AND distancewins  BETWEEN 1 and 220 AND goingwins = 1 AND lastrun  BETWEEN 76 and 120 AND horsesex = 1 AND tonguetie = 0 AND trackdirection  IN ( 1,3 ) AND horsecountry NOT IN ( 1 ) AND headgear  IN ( 1,23 ) AND careerruns>0 AND dateyears >=2003",,none,9.77,132.0,noggin2:6,"(frozenset({'trackdirection IN (1,3)', 'distancewins BETWEEN 1 and 220', 'hgruns NOT BETWEEN 0 and 6', 'TEST PASSED LEGALLY1', 'headgear IN (1,23)', 'goingwins = 1', 'horsecountry NOT IN (1)', 'careerruns>0', 'horsesex = 1', 'tonguetie = 0', 'lastrun BETWEEN 76 and 120'}), 'none')"
noggin2,7,IRE HDGRdiff,"TEST PASSED LEGALLY1 AND careerruns  BETWEEN 1 and 220 AND lastrun NOT BETWEEN 21 and 30 AND trackdirection  IN ( 2,3,8 ) AND classincirish  IN ( 1,2,5,6,7 ) AND horsecountry  IN ( 2 ) AND detailedsex  IN ( 3 ) AND headgearlr  IN ( 1,3,4,20,21,22,23 ) AND careerruns>0 AND race_date>='2011-12-28' AND headgear <> headgearlr AND dateyears >=2003",,none,-15.0,2955.0,noggin2:7,"(frozenset({'headgear <> headgearlr', 'headgearlr IN (1,3,4,20,21,22,23)', 'TEST PASSED LEGALLY1', 'lastrun NOT BETWEEN 21 and 30', 'trackdirection IN (2,3,8)', 'detailedsex IN (3)', 'horsecountry IN (2)', 'careerruns>0', 'classincirish IN (1,2,5,6,7)', 'careerruns BETWEEN 1 and 220', ""race_date>='2011-12-28'""}), 'none')"
noggin2,8,SS AW HDGRdiff TURF LTO 8.01 - 500,"TEST PASSED LEGALLY1 AND horse_age  BETWEEN 4 and 8 AND catwins  BETWEEN 0 and 1 AND nh_flat_aw_id  IN (3) AND datemonthofyear  IN (8,9,10,11,12) AND bestplace5  IN (1,2,3,4,5,6) AND bestplace10  IN (1,2,3,4) AND r2nh_flat_aw_id  IN (2) AND r2trackdirection  IN (3) AND careerruns>0 AND headgear <> headgearlr AND dateyears >=2003",,8.01 - 500.0,0.0,0.0,noggin2:8,"(frozenset({'bestplace5 IN (1,2,3,4,5,6)', 'bestplace10 IN (1,2,3,4)', 'headgear <> headgearlr', 'TEST PASSED LEGALLY1', 'r2trackdirection IN (3)', 'nh_flat_aw_id IN (3)', 'catwins BETWEEN 0 and 1', 'datemonthofyear IN (8,9,10,11,12)', 'r2nh_flat_aw_id IN (2)', 'careerruns>0', 'horse_age BETWEEN 4 and 8'}), '8.01 - 500.0')"
noggin2,9,RyanK HDGR FT,"TEST PASSED LEGALLY1 AND yards  BETWEEN 1210 and 1870 AND hgruns = 0 AND nh_flat_aw_id  IN ( 2 ) AND horsecountry  IN ( 1,2 ) AND headgear NOT IN ( 23 ) AND classmove  IN ( 0 ) AND jockeys_claim  IN ( 0 ) AND trainer_id  IN ( 1198 ) AND country_id=1 AND r2country_id=1 AND dateyears >=2003",,none,-14.86,31.0,noggin2:9,"(frozenset({'TEST PASSED LEGALLY1', 'yards BETWEEN 1210 and 1870', 'nh_flat_aw_id IN (2)', 'trainer_id IN (1198)', 'country_id=1', 'jockeys_claim IN (0)', 'horsecountry IN (1,2)', 'classmove IN (0)', 'r2country_id=1', 'headgear NOT IN (23)', 'hgruns = 0'}), 'none')"
noggin2,10,EasterbyTD HDGR FTO,"TEST PASSED LEGALLY1 AND yards  BETWEEN 1210 and 1760 AND horse_age  BETWEEN 3 and 8 AND hgruns = 0 AND datemonthofyear  IN ( 5,6,7,9,10 ) AND headgear NOT IN ( 23 ) AND trainer_id  IN ( 2971 ) AND dateyears >=2003",,none,-15.6,77.0,noggin2:10,"(frozenset({'datemonthofyear IN (5,6,7,9,10)', 'TEST PASSED LEGALLY1', 'headgear NOT IN (23)', 'yards BETWEEN 1210 and 1760', 'horse_age BETWEEN 3 and 8', 'hgruns = 0', 'trainer_id IN (2971)'}), 'none')"
noggin2,11,HDGRdiff class6 - 7,"TEST PASSED LEGALLY1 AND careerruns  BETWEEN 1 and 220 AND lastrun  BETWEEN 16 and 120 AND totaldistbt  BETWEEN 4.05 and 1999 AND horsesex = 1 AND classincirish  IN ( 6,7 ) AND horsecountry  IN ( 1,2 ) AND careerruns>0 AND careerruns>0 AND headgear <> headgearlr AND dateyears >=2003",,none,524.95,1875.0,noggin2:11,"(frozenset({'headgear <> headgearlr', 'TEST PASSED LEGALLY1', 'lastrun BETWEEN 16 and 120', 'horsecountry IN (1,2)', 'totaldistbt BETWEEN 4.05 and 1999', 'careerruns>0', 'horsesex = 1', 'careerruns BETWEEN 1 and 220', 'classincirish IN (6,7)'}), 'none')"
noggin2,12,YORK 6f,"TEST PASSED LEGALLY1 AND yards = 1320 AND seasonalruns  BETWEEN 4 and 22 AND r2number_of_runners  BETWEEN 9 and 30 AND lastrun  BETWEEN 6 and 11 AND track_id  IN ( 86 ) AND datemonthofyear  IN ( 7,8,9,10 ) AND bestplace10  IN ( 1 ) AND careerruns>0 AND dateyears >=2003",,none,-5.54,15.0,noggin2:12,"(frozenset({'lastrun BETWEEN 6 and 11', 'TEST PASSED LEGALLY1', 'bestplace10 IN (1)', 'datemonthofyear IN (7,8,9,10)', 'seasonalruns BETWEEN 4 and 22', 'careerruns>0', 'yards = 1320', 'track_id IN (86)', 'r2number_of_runners BETWEEN 9 and 30'}), 'none')"
noggin2,13,SS NH CHP LTO 2.01 - 300.00 IRE,"TEST PASSED LEGALLY1 AND horseyearrides  BETWEEN 1 and 8 AND seasonalruns  BETWEEN 0 and 4 AND catruns NOT BETWEEN 1 and 2 AND r2number_of_runners  BETWEEN 8 and 19 AND lastrun  BETWEEN 26 and 240 AND nh_flat_aw_id  IN ( 1 ) AND datemonthofyear  IN ( 1,2,3,4,5,6,7,8,9,10,12 ) AND horsecountry  IN ( 2 ) AND headgear  IN ( 2,3,4,20,21,22,23 ) AND bestplace5  IN ( 1,2,3,4,5 ) AND d2placing NOT IN ( 2 ) AND headgearlr  IN ( 1 ) AND careerruns>0 AND dateyears >=2003",,2.01 - 300.0,255.38,793.0,noggin2:13,"(frozenset({'horseyearrides BETWEEN 1 and 8', 'd2placing NOT IN (2)', 'TEST PASSED LEGALLY1', 'nh_flat_aw_id IN (1)', 'bestplace5 IN (1,2,3,4,5)', 'seasonalruns BETWEEN 0 and 4', 'r2number_of_runners BETWEEN 8 and 19', 'horsecountry IN (2)', 'headgear IN (2,3,4,20,21,22,23)', 'headgearlr IN (1)', 'careerruns>0', 'datemonthofyear IN (1,2,3,4,5,6,7,8,9,10,12)', 'catruns NOT BETWEEN 1 and 2', 'lastrun BETWEEN 26 and 240'}), '2.01 - 300.0')"
noggin2,14,SS NH CHP LTO GB and FR 2.01 - 300.00,"TEST PASSED LEGALLY1 AND number_of_runners  BETWEEN 10 and 15 AND horse_age <> 4 AND horseyearrides  BETWEEN 1 and 8 AND seasonalruns  BETWEEN 0 and 3 AND hgruns NOT BETWEEN 0 and 1 AND r2number_of_runners  BETWEEN 8 and 19 AND lastrun  BETWEEN 26 and 240 AND nh_flat_aw_id  IN ( 1 ) AND datemonthofyear  IN ( 1,2,3,4,5,6,7,8,9,10,12 ) AND horsecountry  IN ( 1,4 ) AND headgear  IN ( 2,23 ) AND r2nh_flat_aw_id  IN ( 1,2 ) AND d2placing NOT IN ( 2 ) AND headgearlr  IN ( 1 ) AND careerruns>0 AND dateyears >=2003",,2.01 - 300.0,25.89,119.0,noggin2:14,"(frozenset({'headgear IN (2,23)', 'r2number_of_runners BETWEEN 8 and 19', 'r2nh_flat_aw_id IN (1,2)', 'hgruns NOT BETWEEN 0 and 1', 'headgearlr IN (1)', 'seasonalruns BETWEEN 0 and 3', 'careerruns>0', 'datemonthofyear IN (1,2,3,4,5,6,7,8,9,10,12)', 'horseyearrides BETWEEN 1 and 8', 'horse_age <> 4', 'TEST PASSED LEGALLY1', 'nh_flat_aw_id IN (1)', 'd2placing NOT IN (2)', 'horsecountry IN (1,4)', 'number_of_runners BETWEEN 10 and 15', 'lastrun BETWEEN 26 and 240'}), '2.01 - 300.0')"
noggin2,15,ss CURRAGH HDGRdiff all BSPs,"TEST PASSED LEGALLY1 AND horse_age  BETWEEN 2 and 5 AND hgruns  BETWEEN 3 and 5 AND track_id  IN ( 18 ) AND headgear  IN ( 1,4,23 ) AND headgear <> headgearlr AND dateyears >=2003",,none,-28.86,86.0,noggin2:15,"(frozenset({'headgear <> headgearlr', 'TEST PASSED LEGALLY1', 'hgruns BETWEEN 3 and 5', 'headgear IN (1,4,23)', 'horse_age BETWEEN 2 and 5', 'track_id IN (18)'}), 'none')"
noggin2,16,FLAT CATT 5YOs allBSPs,TEST PASSED LEGALLY1 AND horse_age = 5 AND distanceruns  BETWEEN 0 and 13 AND lastrun  BETWEEN 1 and 180 AND nh_flat_aw_id  IN (2) AND track_id  IN (12) AND careerruns>0 AND dateyears >=2003,,none,-2.1,15.0,noggin2:16,"(frozenset({'TEST PASSED LEGALLY1', 'distanceruns BETWEEN 0 and 13', 'nh_flat_aw_id IN (2)', 'track_id IN (12)', 'careerruns>0', 'horse_age = 5', 'lastrun BETWEEN 1 and 180'}), 'none')"
noggin2,17,SS 5YO TT RHTRACKS 16.01-1000.00,TEST PASSED LEGALLY1 AND horse_age = 5 AND lastrun  BETWEEN 1 and 60 AND horsesex = 1 AND tonguetie = 1 AND nh_flat_aw_id  IN (2) AND trackdirection  IN (2) AND headgear  IN (23) AND careerruns>0 AND dateyears >=2003,,16.01 - 1000.0,3.7,12.0,noggin2:17,"(frozenset({'TEST PASSED LEGALLY1', 'nh_flat_aw_id IN (2)', 'trackdirection IN (2)', 'lastrun BETWEEN 1 and 60', 'headgear IN (23)', 'careerruns>0', 'horsesex = 1', 'tonguetie = 1', 'horse_age = 5'}), '16.01 - 1000.0')"
noggin2,18,ss YORK HDGRdiff 7f-1m1f all BSPs,"TEST PASSED LEGALLY1 AND yards  BETWEEN 1540 and 1870 AND careerruns  BETWEEN 8 and 82 AND wlastrun NOT BETWEEN 1 and 120 AND horsesex = 1 AND track_id  IN ( 86 ) AND bestplace5  IN ( 1,2 ) AND distancemove  IN ( -880,-770,-660,-550,-440,-330,-220,-110,0 ) AND careerruns>0 AND careerwins>0 AND headgear <> headgearlr AND dateyears >=2003",,none,36.3,16.0,noggin2:18,"(frozenset({'careerruns BETWEEN 8 and 82', 'headgear <> headgearlr', 'TEST PASSED LEGALLY1', 'wlastrun NOT BETWEEN 1 and 120', 'yards BETWEEN 1540 and 1870', 'distancemove IN (-880,-770,-660,-550,-440,-330,-220,-110,0)', 'careerruns>0', 'horsesex = 1', 'track_id IN (86)', 'bestplace5 IN (1,2)', 'careerwins>0'}), 'none')"
noggin2,19,ss YORK HDGRdiff 5f all BSPs,TEST PASSED LEGALLY1 AND yards = 1100 AND careerruns  BETWEEN 18 and 80 AND horsesex = 1 AND track_id  IN ( 86 ) AND headgearlr NOT IN ( 23 ) AND careerruns>0 AND headgear <> headgearlr AND dateyears >=2003,,none,-13.0,13.0,noggin2:19,"(frozenset({'headgear <> headgearlr', 'TEST PASSED LEGALLY1', 'yards = 1100', 'careerruns BETWEEN 18 and 80', 'headgearlr NOT IN (23)', 'careerruns>0', 'horsesex = 1', 'track_id IN (86)'}), 'none')"
noggin2,20,ss YORK HDGRdiff 0 runs 12.01-1000.00,TEST PASSED LEGALLY1 AND catruns = 0 AND track_id  IN ( 86 ) AND datemonthofyear  IN ( 6 ) AND headgear <> headgearlr AND dateyears >=2003,,12.01 - 1000.0,-26.0,26.0,noggin2:20,"(frozenset({'headgear <> headgearlr', 'TEST PASSED LEGALLY1', 'catruns = 0', 'track_id IN (86)', 'datemonthofyear IN (6)'}), '12.01 - 1000.0')"
noggin2,21,HDGRdiff class6 - 7 BSP12.01-300,"TEST PASSED LEGALLY1 AND careerruns  BETWEEN 1 and 220 AND lastrun  BETWEEN 16 and 120 AND totaldistbt  BETWEEN 4.05 and 1999 AND horsesex = 1 AND classincirish  IN ( 6,7 ) AND horsecountry  IN ( 1,2 ) AND careerruns>0 AND careerruns>0 AND headgear <> headgearlr AND dateyears >=2003",,12.01 - 300.0,639.56,1145.0,noggin2:21,"(frozenset({'headgear <> headgearlr', 'TEST PASSED LEGALLY1', 'lastrun BETWEEN 16 and 120', 'horsecountry IN (1,2)', 'totaldistbt BETWEEN 4.05 and 1999', 'careerruns>0', 'horsesex = 1', 'careerruns BETWEEN 1 and 220', 'classincirish IN (6,7)'}), '12.01 - 300.0')"
noggin2,22,FTO AW 14.01 - 150.00 CGs,"TEST PASSED LEGALLY1 AND number_of_runners  BETWEEN 9 and 18 AND horse_age = 2 AND careerruns = 0 AND horsesex = 1 AND nh_flat_aw_id  IN ( 3 ) AND trackdirection  IN ( 1,2 ) AND datemonthofyear  IN ( 10,11,12 ) AND horsecountry  IN ( 2,3 ) AND jockeys_claim  IN ( 0 ) AND dateyears >=2003",,14.01 - 150.0,-24.14,88.0,noggin2:22,"(frozenset({'number_of_runners BETWEEN 9 and 18', 'horsecountry IN (2,3)', 'TEST PASSED LEGALLY1', 'nh_flat_aw_id IN (3)', 'trackdirection IN (1,2)', 'careerruns = 0', 'horse_age = 2', 'datemonthofyear IN (10,11,12)', 'jockeys_claim IN (0)', 'horsesex = 1'}), '14.01 - 150.0')"
noggin2,25,SS DUNDALK 5YOFMs HDGRdiff  SS ALL BSPs,TEST PASSED LEGALLY1 AND horse_age = 5 AND careerruns  BETWEEN 9 and 18 AND lastrun NOT BETWEEN 16 and 120 AND horsesex = 2 AND track_id  IN ( 22 ) AND careerruns>0 AND headgear <> headgearlr AND dateyears >=2003,,none,-13.0,13.0,noggin2:25,"(frozenset({'headgear <> headgearlr', 'TEST PASSED LEGALLY1', 'horsesex = 2', 'careerruns BETWEEN 9 and 18', 'track_id IN (22)', 'careerruns>0', 'lastrun NOT BETWEEN 16 and 120', 'horse_age = 5'}), 'none')"
noggin2,26,SS DUNDALK 8YOs SS,"TEST PASSED LEGALLY1 AND yards  BETWEEN 1760 and 3520 AND horse_age = 8 AND distanceruns <> 0 AND seasonalruns NOT BETWEEN 2 and 3 AND hgruns NOT BETWEEN 4 and 12 AND track_id  IN ( 22 ) AND classincirish  IN ( 5,6 ) AND jockeys_claim  IN ( 0,2,3,5,7,10 ) AND dateyears >=2003",,none,34.8,144.0,noggin2:26,"(frozenset({'classincirish IN (5,6)', 'distanceruns <> 0', 'seasonalruns NOT BETWEEN 2 and 3', 'TEST PASSED LEGALLY1', 'yards BETWEEN 1760 and 3520', 'hgruns NOT BETWEEN 4 and 12', 'jockeys_claim IN (0,2,3,5,7,10)', 'horse_age = 8', 'track_id IN (22)'}), 'none')"
noggin2,28,IRISH FLAT FMs 10.00-500.00,"TEST PASSED LEGALLY1 AND yards  BETWEEN 1100 and 1320 AND catruns  BETWEEN 1 and 6 AND country_id = 2 AND horsesex = 2 AND nh_flat_aw_id  IN ( 2 ) AND trackdirection  IN ( 3 ) AND horsecountry  IN ( 2 ) AND bestplace3  IN ( 1,2,3,4,5,6,7,8,9 ) AND classmove  IN ( 0,1,2 ) AND careerruns>0 AND dateyears >=2003",,10.0 - 500.0,29.79,141.0,noggin2:28,"(frozenset({'TEST PASSED LEGALLY1', 'horsesex = 2', 'country_id = 2', 'nh_flat_aw_id IN (2)', 'catruns BETWEEN 1 and 6', 'yards BETWEEN 1100 and 1320', 'horsecountry IN (2)', 'trackdirection IN (3)', 'bestplace3 IN (1,2,3,4,5,6,7,8,9)', 'careerruns>0', 'classmove IN (0,1,2)'}), '10.0 - 500.0')"
noggin2,29,SS AW NEWC STR 5YOs 5.51 - 65.00,TEST PASSED LEGALLY1 AND horse_age = 5 AND lastrun  BETWEEN 26 and 240 AND r2rt1_id = 1 AND nh_flat_aw_id  IN ( 3 ) AND track_id  IN ( 53 ) AND trackdirection  IN ( 3 ) AND careerruns>0 AND dateyears >=2003,,5.51 - 65.0,-54.16,302.0,noggin2:29,"(frozenset({'track_id IN (53)', 'TEST PASSED LEGALLY1', 'nh_flat_aw_id IN (3)', 'r2rt1_id = 1', 'trackdirection IN (3)', 'careerruns>0', 'horse_age = 5', 'lastrun BETWEEN 26 and 240'}), '5.51 - 65.0')"
noggin2,30,Gosden 1m - 1m6f,TEST PASSED LEGALLY1 AND yards  BETWEEN 1760 and 3190 AND horse_age  BETWEEN 2 and 5 AND lastrun  BETWEEN 26 and 730 AND trainer_id  IN ( 918 ) AND careerruns>0 AND dateyears >=2003,,none,-19.41,887.0,noggin2:30,"(frozenset({'trainer_id IN (918)', 'TEST PASSED LEGALLY1', 'lastrun BETWEEN 26 and 730', 'horse_age BETWEEN 2 and 5', 'careerruns>0', 'yards BETWEEN 1760 and 3190'}), 'none')"
noggin2,31,D&G 7.01 - 300.00,"TEST PASSED LEGALLY1 AND yards  BETWEEN 3740 and 4400 AND distancewins  BETWEEN 1 and 220 AND goingwins  BETWEEN 1 and 220 AND horsecountry  IN ( 1,2 ) AND d2placing  IN ( 4,5,6,7,8,9,10,11,12,13,90,95,96,97,98,99,100 ) AND dateyears >=2003",,7.01 - 300.0,38.65,649.0,noggin2:31,"(frozenset({'d2placing IN (4,5,6,7,8,9,10,11,12,13,90,95,96,97,98,99,100)', 'distancewins BETWEEN 1 and 220', 'yards BETWEEN 3740 and 4400', 'TEST PASSED LEGALLY1', 'horsecountry IN (1,2)', 'goingwins BETWEEN 1 and 220'}), '7.01 - 300.0')"
noggin2,32,Evans PD,"TEST PASSED LEGALLY1 AND lastrun  BETWEEN 16 and 45 AND bestplace3 NOT IN ( 1 ) AND classmove  IN ( -5,-4,-3,-2,-1 ) AND trainer_id  IN ( 2448 ) AND d2placing  IN ( 3,4,5,6,7,8,9,10,11 ) AND careerruns>0 AND dateyears >=2003",,none,74.92,330.0,noggin2:32,"(frozenset({'lastrun BETWEEN 16 and 45', 'TEST PASSED LEGALLY1', 'classmove IN (-5,-4,-3,-2,-1)', 'bestplace3 NOT IN (1)', 'trainer_id IN (2448)', 'd2placing IN (3,4,5,6,7,8,9,10,11)', 'careerruns>0'}), 'none')"
noggin2,33,EvansPD Chp Blnkers,"TEST PASSED LEGALLY1 AND horse_age  BETWEEN 2 and 4 AND catruns  BETWEEN 0 and 16 AND lastrun  BETWEEN 1 and 45 AND horsesex = 1 AND headgear  IN ( 1,2 ) AND classmove  IN ( -1,0,1 ) AND trainer_id  IN ( 2448 ) AND careerruns>0 AND dateyears >=2003",,none,9.63,120.0,noggin2:33,"(frozenset({'TEST PASSED LEGALLY1', 'catruns BETWEEN 0 and 16', 'headgear IN (1,2)', 'horse_age BETWEEN 2 and 4', 'trainer_id IN (2448)', 'classmove IN (-1,0,1)', 'careerruns>0', 'horsesex = 1', 'lastrun BETWEEN 1 and 45'}), 'none')"
noggin2,34,FaheyR FAVs,TEST PASSED LEGALLY1 AND careerruns NOT BETWEEN 1 and 3 AND seasonalruns  BETWEEN 0 and 6 AND nh_flat_aw_id  IN ( 2 ) AND fav_j_fav  IN ( 1 ) AND trainer_id  IN ( 2650 ) AND dateyears >=2003,,none,25.53,123.0,noggin2:34,"(frozenset({'fav_j_fav IN (1)', 'TEST PASSED LEGALLY1', 'trainer_id IN (2650)', 'nh_flat_aw_id IN (2)', 'seasonalruns BETWEEN 0 and 6', 'careerruns NOT BETWEEN 1 and 3'}), 'none')"
noggin2,35,GoldieJS 2021,"TEST PASSED LEGALLY1 AND yards NOT BETWEEN 1870 and 2090 AND seasonalruns  BETWEEN 0 and 5 AND lastrun  BETWEEN 4 and 150 AND rt1_id = 1 AND nh_flat_aw_id  IN ( 2 ) AND datemonthofyear  IN ( 5,6 ) AND headgear  IN ( 4,23 ) AND classmove  IN ( -1,0,1 ) AND trainer_id  IN ( 1038 ) AND d2placing  IN ( 2,3,4,5,6,7,8,9,10 ) AND careerruns>0 AND country_id=1 AND r2country_id=1 AND dateyears >=2003",,none,69.41,283.0,noggin2:35,"(frozenset({'TEST PASSED LEGALLY1', 'trainer_id IN (1038)', 'nh_flat_aw_id IN (2)', 'yards NOT BETWEEN 1870 and 2090', 'datemonthofyear IN (5,6)', 'classmove IN (-1,0,1)', 'd2placing IN (2,3,4,5,6,7,8,9,10)', 'country_id=1', 'seasonalruns BETWEEN 0 and 5', 'r2country_id=1', 'lastrun BETWEEN 4 and 150', 'headgear IN (4,23)', 'careerruns>0', 'rt1_id = 1'}), 'none')"
noggin2,36,SS NEWC STR HDGRdiff 4.01 - 500.00,"TEST PASSED LEGALLY1 AND trackruns  BETWEEN 0 and 9 AND trainerhorseruns  BETWEEN 0 and 40 AND lastrun  BETWEEN 11 and 240 AND totaldistbt NOT BETWEEN 0 and 2 AND horsesex = 1 AND nh_flat_aw_id  IN (3) AND track_id  IN (53) AND trackdirection  IN (3) AND datemonthofyear  IN (3,4,5,6,7,8,9,10,11,12) AND horsecountry  IN (1,2) AND careerruns>0 AND careerruns>0 AND headgear <> headgearlr AND dateyears >=2003",,4.01 - 500.0,-19.45,24.0,noggin2:36,"(frozenset({'headgear <> headgearlr', 'track_id IN (53)', 'TEST PASSED LEGALLY1', 'lastrun BETWEEN 11 and 240', 'nh_flat_aw_id IN (3)', 'trackruns BETWEEN 0 and 9', 'datemonthofyear IN (3,4,5,6,7,8,9,10,11,12)', 'trainerhorseruns BETWEEN 0 and 40', 'horsecountry IN (1,2)', 'totaldistbt NOT BETWEEN 0 and 2', 'trackdirection IN (3)', 'careerruns>0', 'horsesex = 1'}), '4.01 - 500.0')"
noggin2,37,GosdenJHM 4YOs 5YOs,TEST PASSED LEGALLY1 AND horse_age = 4 AND trainer_id  IN ( 918 ) AND dateyears >=2003,,none,74.51,661.0,noggin2:37,"(frozenset({'trainer_id IN (918)', 'TEST PASSED LEGALLY1', 'horse_age = 4'}), 'none')"
noggin2,38,Gosden JHM Part 3,TEST PASSED LEGALLY1 AND yards  BETWEEN 1760 and 2420 AND horsesex = 1 AND distancemove NOT IN ( 0 ) AND trainer_id  IN ( 918 ) AND r2nh_flat_aw_id  IN ( 2 ) AND careerruns>0 AND dateyears >=2003,,none,-4.57,560.0,noggin2:38,"(frozenset({'trainer_id IN (918)', 'TEST PASSED LEGALLY1', 'yards BETWEEN 1760 and 2420', 'r2nh_flat_aw_id IN (2)', 'careerruns>0', 'distancemove NOT IN (0)', 'horsesex = 1'}), 'none')"
